Id,AccountId,BillingCity,BillingContactName,BillingCountry,BillingFax,BillingLine1,BillingLine2,BillingLine3,BillingName,BillingPostalCode,BillingStateOrProvince,BillingTelephone,CampaignId,ContactId,Description,DiscountAmount,DiscountPercentage,EffectiveFromDate,EffectiveToDate,ExchangeRate,ExpiresOnDate,FinalOfferDate,FollowUpDate,FreightAmount,FreightRate,FreightTermsCode,IsActive,Name,OpportunityId,OwnerId,PaymentTermsCode,PlanFirmDate,PriceListId,QuoteNumber,RequestedDeliveryDate,RequestedShipDate,RevisionNumber,ShippingCity,ShippingContactName,ShippingCountry,ShippingFax,ShippingFreightTermsCode,ShippingLine1,ShippingLine2,ShippingLine3,ShippingMethodCode,ShippingName,ShippingPostalCode,ShippingStateOrProvince,ShippingTelephone,StatusCode,TotalAmount,TotalAmountLessFreight,TotalDiscountAmount,TotalLineItemAmount,TotalLineItemDiscountAmount,TotalTax,TypeCode,WillCall,ApprovalStatusCode,CreatedByUser,CreatedDateTime,ModifiedByUser,ModifiedDateTime,CurrencyId,PriceModifier,RebateAmount,Tax,TotalLineItemAllocatedAmount,TotalLineItemFreightAmount,TotalLineItemRebateAmount,BusinessDate,ERPNumber,PriceBasisDate,PurchaseOrderDate,PurchaseOrderNumber,SalesAreaCode,SalesDistrictCode,SalesGroupCode,SalesOfficeCode,AccountGroupCode,DueDate,MarketClassificationCode,ApprovedDateTime,SubmittedDateTime,TaxPercentage,TotalWeight,WeightUomCode,TotalLineItemBaseAmount,ReviewDate
5A3A540A-1D8F-4F94-8A33-10FF0790F854,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CreatedFromWebSite,NULL,072DE345-7408-40D1-B8D6-B1E5BCDE0FC0,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000001953,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,NULL,NULL,072de345-7408-40d1-b8d6-b1e5bcde0fc0,09:19.5,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,09:19.3,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL
5D34A4A2-C3B5-47BF-B18C-1273F4866EE2,E6EB5A03-A20B-46E5-9C6D-F2F9D411082D,Chicago,NULL,USA,NULL,7589 Michigan Ave.,NULL,NULL,NULL,67900,IL,312-456-9876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACS,NULL,95D29ADC-309B-450A-A789-8D5B481347AB,NULL,NULL,E76499ED-16D3-420C-BC10-EFCD2332F0F7,QUO0000002011,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,49116.71,49116.71,0,49116.71,0,0,NULL,NULL,NULL,95d29adc-309b-450a-a789-8d5b481347ab,15:18.9,85b88a84-84a5-4159-a23c-c760497af4de,21:22.4,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,15:18.9,NULL,00:00.0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,1,51701.8,18:02.8
5D3AAEF5-EBEB-46FF-8956-14937B1E10CF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CreatedFromWebSite,NULL,072DE345-7408-40D1-B8D6-B1E5BCDE0FC0,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000001917,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,NULL,NULL,072de345-7408-40d1-b8d6-b1e5bcde0fc0,22:43.2,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,22:42.9,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL
F0897725-7D47-4458-BE02-15EC50234CC2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CreatedFromWebSite,NULL,072DE345-7408-40D1-B8D6-B1E5BCDE0FC0,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000001923,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,55813.71,55813.71,0,55813.71,0,0,NULL,NULL,NULL,072de345-7408-40d1-b8d6-b1e5bcde0fc0,04:25.6,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,04:25.6,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,1,63424.67,NULL
EC612426-C148-4A83-A236-1771D9EF7DC0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,131CC3A1-22E7-476D-B02A-5B2456C5E35A,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000002087,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,NULL,NULL,131cc3a1-22e7-476d-b02a-5b2456c5e35a,37:38.2,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,37:38.1,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL
F8DE4A37-8386-4367-AED5-1E2C1DC4CE7C,43308B1F-E5AF-4AF3-896D-96894E2B2A3C,Cincinnati,NULL,USA,NULL,123 Erie Ave.,NULL,NULL,NULL,45208,OH,NULL,NULL,C451B392-FB8E-47AC-9B54-F48610A02EB7,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Configured Tractor for Queen City,NULL,95D29ADC-309B-450A-A789-8D5B481347AB,NULL,NULL,E76499ED-16D3-420C-BC10-EFCD2332F0F7,QUO0000001974,NULL,NULL,0,Cincinnati,NULL,NULL,NULL,NULL,123 Erie Ave.,NULL,NULL,NULL,NULL,45208,OH,NULL,1,117503.6,117503.6,0,117503.6,0,0,NULL,NULL,NULL,95d29adc-309b-450a-a789-8d5b481347ab,36:13.6,95d29adc-309b-450a-a789-8d5b481347ab,37:40.0,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,36:13.6,NULL,00:00.0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,123688,NULL
B3470BBC-8192-4CC3-B37C-20F6B66005C4,1C146B1A-D03D-4D47-9FE9-DEA8A1627A22,Detroit,NULL,NULL,NULL,555 Woodward Ave,NULL,NULL,NULL,48786,MI,313-456-2825,NULL,FB284D8E-5E6C-4F18-9DF9-7058CFD885CE,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Truck Quote,NULL,95D29ADC-309B-450A-A789-8D5B481347AB,NULL,NULL,E76499ED-16D3-420C-BC10-EFCD2332F0F7,QUO0000001148,NULL,NULL,0,Detroit,NULL,NULL,NULL,NULL,555 Woodward Ave,NULL,NULL,NULL,NULL,48786,MI,313-456-2825,5,93098,93098,0,93098,0,0,NULL,NULL,NULL,95d29adc-309b-450a-a789-8d5b481347ab,07:19.3,95d29adc-309b-450a-a789-8d5b481347ab,15:24.3,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,07:19.3,NULL,00:00.0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15:24.3,NULL,0,1,93098,NULL
68D8ED0B-D7BE-4F7C-86E8-2141EA7B3731,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CreatedFromWebSite,NULL,072DE345-7408-40D1-B8D6-B1E5BCDE0FC0,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000001878,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,45023.64,45023.64,0,45023.64,0,0,NULL,NULL,NULL,072de345-7408-40d1-b8d6-b1e5bcde0fc0,45:17.7,072de345-7408-40d1-b8d6-b1e5bcde0fc0,55:54.3,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,45:17.6,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,1,51163.23,NULL
2E136101-CA5A-42A7-B7D3-2147AFCED7A5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Price List Test,NULL,967B6D71-2F06-4B59-8648-71F93E5D1F03,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000002017,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,56,56,0,56,0,0,NULL,NULL,NULL,967b6d71-2f06-4b59-8648-71f93e5d1f03,12:09.3,967b6d71-2f06-4b59-8648-71f93e5d1f03,21:44.3,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,12:09.3,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21:44.3,NULL,0,1,56,20:52.3
0E196B40-37F3-411B-8DF5-256557C46E2E,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,pricing,NULL,967B6D71-2F06-4B59-8648-71F93E5D1F03,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000001993,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,41049.34,36123.42,0,36123.42,0,0,NULL,NULL,NULL,967b6d71-2f06-4b59-8648-71f93e5d1f03,07:46.9,967b6d71-2f06-4b59-8648-71f93e5d1f03,08:07.1,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,4925.92,0,07:46.8,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,1,41049.34,NULL
357E36B4-811B-4D05-BEE0-2595E571C362,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DF8EAB6C-3BE9-49C9-92E5-E5FBD8151FF4,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000002089,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,123750,123750,0,123750,0,0,NULL,NULL,NULL,df8eab6c-3be9-49c9-92e5-e5fbd8151ff4,12:12.7,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,12:12.7,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,123750,NULL
AEB35B12-3B37-4FF5-86FC-259D7E2C1681,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,test,NULL,53192362-542D-4BA3-B753-7CFB58AB9A95,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000002096,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53192362-542d-4ba3-b753-7cfb58ab9a95,40:23.8,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,NULL,NULL,NULL,40:23.7,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
37724FDF-5337-48AD-9E6A-26634D7A1323,1C146B1A-D03D-4D47-9FE9-DEA8A1627A22,Detroit,NULL,NULL,NULL,555 Woodward Ave,NULL,NULL,NULL,48786,MI,313-456-2825,NULL,FB284D8E-5E6C-4F18-9DF9-7058CFD885CE,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Joe Dealer Quote for Finance Approval,NULL,95D29ADC-309B-450A-A789-8D5B481347AB,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000002090,NULL,NULL,0,Detroit,NULL,NULL,NULL,NULL,555 Woodward Ave,NULL,NULL,NULL,NULL,48786,MI,313-456-2825,5,332.5,332.5,0,332.5,0,0,NULL,NULL,3,131cc3a1-22e7-476d-b02a-5b2456c5e35a,41:50.3,131cc3a1-22e7-476d-b02a-5b2456c5e35a,43:03.2,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,41:50.2,NULL,00:00.0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43:03.2,NULL,0,1,350,NULL
77CEA7CD-640C-497B-8466-26BCF187FD01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,test can,NULL,131CC3A1-22E7-476D-B02A-5B2456C5E35A,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000001939,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,131cc3a1-22e7-476d-b02a-5b2456c5e35a,17:33.9,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,NULL,NULL,NULL,17:33.9,NULL,00:00.0,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
